BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Moderate Income - NDR,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BlockLot,PPTS Project ID
201608013810,1400 GEARY BL,CORRECTION OF 2015-0824-5150 COMBINE UNITS 53 & DF REDUCING UNIT COUNT FROM 299 TO 298.,299,298,298,-1,-1,08/03/2016 12:00:00 AM,08/03/2016 12:00:00 AM,0,0,0,0,0,0,-1,,5,Japantown,5 - Western Addition,Japantown,8,Full BP,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,RM-4,,0697039,
201608023926,24 SOMERSET ST,"COMPLY W/ COMPLAINT #201625331 & #201600673, UNIT LEGALIZATION ORD 43-14, LEGALIZATION OF UNIT INSTALLED WITHOUT PERMIT, LEGALIZATION EXISTING KITCHEN, ALL WORK AT GROUND FLOOR.",1,2,2,1,1,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,0,0,0,0,1,1,0,,9,Portola,12 - South Central,,3,Full BP,01/03/2019 12:00:00 AM,01/03/2019 12:00:00 AM,RH-1,,5920002A,2016-010593PRJ
201608034060,1165 FRANCISCO ST,"CONSTRUCT 2 ACCESSORY DWELLING UNITS PER SF ORDINANCE 30-15.
MANDATORY SOFT STORY RETROFIT PREVIOUSLY COMPLETED #2016-0801-5824.",12,14,14,2,2,04/09/2021 12:00:00 AM,04/09/2021 12:00:00 AM,0,0,0,0,2,2,0,,2,Russian Hill,3 - Northeast,,3,Full BP,01/29/2019 12:00:00 AM,01/29/2019 12:00:00 AM,RM-1,,0478016,2016-010677PRJ
201608044194,1631 CHESTNUT ST,REMODEL (E) REAR PORTION OF GROUND FLOOR TO CREATE NEW one BEDROOM ONE BATH DWELLING UNIT.  REF PA (SOFT STORY) 201508033119,15,16,16,1,1,07/24/2019 12:00:00 AM,07/24/2019 12:00:00 AM,0,0,0,0,0,0,1,,2,Marina,2 - Marina,,3,Full BP,11/07/2017 12:00:00 AM,11/07/2017 12:00:00 AM,RH-3,,0495001C,2016-011226PRJ
201608044234,447 22ND AV,"ADD A NEW DWELLING UNIT AT 1ST FLOOR WITH ONE BEDROOM, BATH, & KITCHEN, LIVING/DINING AREA, NEW UNIT TO OCCUPY FORMER STORAGE AREA AT REAR OF GARAGE.  NO ALTERATION OF BLDG ENVELOPE. NOT CONSIDERED AN A.D.U.",3,4,4,1,1,07/13/2017 12:00:00 AM,07/13/2017 12:00:00 AM,0,0,0,0,1,1,0,,1,Outer Richmond,1 - Richmond,Geary Corridor,8,Full BP,08/15/2016 12:00:00 AM,08/15/2016 12:00:00 AM,RM-1,,1522007,2016-010346PRL
201608054293,148A FELTON ST,UNIT LEGALIZATION ORD. 43-14. LEGALIZATION OF UNIT INSTALLED WITHOUT PERMIT. LEGALIZATION EXISTING KITCHEN AND CONSTRUCT HALF BATHROOM.  ALL WORK AT GROUND FLOOR,1,2,2,1,1,08/09/2017 12:00:00 AM,08/09/2017 12:00:00 AM,0,0,0,0,1,1,0,,9,Portola,12 - South Central,,3,Full BP,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,RH-1,,5926017,2016-011187PRJ
201608054294,2050 FOLSOM ST,"MOHCD PROJECT ERECT 9 STORIES, NO BASEMENT, TYPE 1-B OF 127 DWELLING UNITS RESIDENTIAL, RETAIL, OFFICE & CHILDCARE, MIX USE (R-2, B, E, A-3).  Site plan only",0,127,127,127,127,04/30/2021 12:00:00 AM,04/30/2021 12:00:00 AM,0,29,97,0,0,126,1,,9,Mission,8 - Mission,,1,Site Permit,11/08/2017 12:00:00 AM,12/28/2018 12:00:00 AM,PDR-1-G,100% Affordable,3571031,2016-011542PRJ
201608054342,34A JASPER PL,"LEGALIZE (E) ILLEGAL UNIT PER ORDINANCE# 43-14. GROUND FLOOR (1) KITCHEN, 1 BATH, 1 STUDIO.",6,7,7,1,1,07/26/2022 12:00:00 AM,07/26/2022 12:00:00 AM,0,0,0,0,1,1,0,,3,North Beach,3 - Northeast,,3,Full BP,06/08/2017 12:00:00 AM,06/08/2017 12:00:00 AM,RM-2,,0116040,2016-011416PRJ
201608054348,340A SILLIMAN ST,"LEGALIZE (E) UNIT PER ORDINANCE 43-14 GROUND FLOOR, 1 BEDROOM, 1 BATH, 1 KITCHEN.",1,2,2,1,1,10/31/2019 12:00:00 AM,10/31/2019 12:00:00 AM,0,0,0,0,1,1,0,,9,Portola,12 - South Central,,3,Full BP,02/22/2017 12:00:00 AM,02/22/2017 12:00:00 AM,RH-1,,5921010,2016-011387PRJ
201608054349,80 TERRA VISTA AV,"ADD (E) NEW DWELLING UNITS PER ORDINANCE 30-15, SOFT STORY UNDER SEPARATE PERMIT #201605258286 TITLE 24, ELEC. MECH, FIRE SPRINK UNDER SEPARATE PERMITS",27,31,31,4,4,11/26/2018 12:00:00 AM,11/26/2018 12:00:00 AM,0,0,0,0,4,4,0,,2,Lone Mountain/USF,5 - Western Addition,,3,Full BP,09/13/2017 12:00:00 AM,09/13/2017 12:00:00 AM,RM-2,,1103016,2016-011422PRJ
201608054354,1731 LAKE ST,ADD ADDITIONAL UNIT TO (E) 5 UNITS APTS BLDG AT FIRST FLOOR WITHIN EXISTING BLDG FOOT PRINT. INTERIOR REMODEL ONLY. NO STRUCT WORK. SEISMIC RETROFIT PERMIT ALREADY ISSUED APP #201605127304 PER ORDINANCE 30-15,5,6,6,1,1,03/22/2019 12:00:00 AM,03/22/2019 12:00:00 AM,0,0,0,0,1,1,0,,1,Outer Richmond,1 - Richmond,,3,Full BP,08/08/2017 12:00:00 AM,08/08/2017 12:00:00 AM,RH-2,,1378032,2016-011105PRJ
201608084425,2646A 46TH AV,COMPLY W/COMPLAINT#201626012. UNIT LEGALIZATION ORD.43-14. LEGALIZE (E) KITCHEN & CONSTRUCT NEW HALL WAY. ALL WORK AT GROUND FLOOR. ADD NEW DOOR AT GROUND FLOOR AT FRONT.,1,2,2,1,1,07/21/2021 12:00:00 AM,07/21/2021 12:00:00 AM,0,0,0,0,1,1,0,,4,Sunset/Parkside,15 - Outer Sunset,,3,Full BP,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,RH-1,,2451006B,2016-011408PRJ
201608094608,855 WALLER ST,CONVERTING EXISTING GARAGE SPACES TO 3(N) DWELLING UNITS PER ORDINANCE NO.30-15. (N) UNIT #10 691 SQ.FT. (N) UNIT #11 426 SQ. FT. SPRINKLER PERMIT UNDER SEPARATE PERMIT,9,12,12,3,3,11/30/2018 12:00:00 AM,11/30/2018 12:00:00 AM,0,0,0,0,3,3,0,,8,Haight Ashbury,6 - Buena Vista,,3,Full BP,08/18/2017 12:00:00 AM,08/18/2017 12:00:00 AM,RH-3,,1258001,
201608104654,1142 GUERRERO ST,"PER REPORT OF PHYSICAL INSPECTION CC-8078 (ITEM #6), HABITABLE SPACE ON ATTIC SPACE TO BE CONVERTED BACK INTO INHABITABLE ATTIC SPACE. FIREPLACE, SINK AND TOILET TO BE REMOVED.",2,2,1,-1,-1,01/06/2017 12:00:00 AM,01/06/2017 12:00:00 AM,0,0,0,0,0,0,-1,,8,Mission,8 - Mission,Mission District Streetscape Plan,8,Full BP,08/10/2016 12:00:00 AM,08/10/2016 12:00:00 AM,RH-3,,3647006,
201608104715,20 DOWNEY ST,REAR BLDG. ADDITION OF (1) NEW UNIT AT 22 DOWNEY ST PER ADDITION OF DWELLING UNITS ORDINANCE NO 30-15. SEISMIC APP #2016-0603-9090 (721 ASHBURY) APP #2016-0725-3280 (22 DOWNEY).,1,2,2,1,1,12/11/2019 12:00:00 AM,12/11/2019 12:00:00 AM,0,0,0,0,0,0,1,,5,Haight Ashbury,6 - Buena Vista,Haight Ashbury Public Realm Plan,3,Full BP,04/05/2018 12:00:00 AM,04/05/2018 12:00:00 AM,RH-2,,1254005,
201608124850,1030 14TH ST,"VERTICAL ADDITION FOR (N) 3RD FLOOR & ROOF DECK, ACCESSORY DWELLING UNIT WITHIN BUILDING ENVELOPE ON THE BASEMENT FLOOR, SELECT INTERIOR REMODEL.",4,5,5,1,1,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,0,0,0,0,0,0,1,,8,Castro/Upper Market,6 - Buena Vista,,3,Site Permit,01/24/2018 12:00:00 AM,08/02/2018 12:00:00 AM,RH-3,,2611019,2016-001796PRJ
201608124857,160A YALE ST,LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. UNIT LEGALIZATION ORD 43-14. LEGALIZE EXISTING KITCHEN AT GROUND FLOOR.,1,2,2,1,1,06/14/2017 12:00:00 AM,06/14/2017 12:00:00 AM,0,0,0,0,1,1,0,,9,Excelsior,12 - South Central,,3,Full BP,04/25/2017 12:00:00 AM,04/25/2017 12:00:00 AM,RH-1,,5938054,2016-011467PRJ
201608154972,106 LEESE ST,ADD AN ADU PER ORDINANCE 30-15. PERMIT #201608104660.  NEW DWELLING WITH KITCHEN & 2 BATHROOMS AT LOWER LEVEL.  NEW UNIT WILL BE FIRE SPRINKLERED UNDER SEPARATE PERMIT.,2,3,3,1,1,04/28/2021 12:00:00 AM,04/28/2021 12:00:00 AM,0,0,0,0,1,1,0,,9,Bernal Heights,11 - Bernal Heights,,3,Full BP,10/03/2017 12:00:00 AM,10/03/2017 12:00:00 AM,RH-2,,5746004,2016-012034PRJ
201608165091,495 CHAPMAN ST,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING BUILDING.",0,1,1,1,1,09/16/2019 12:00:00 AM,09/16/2019 12:00:00 AM,0,0,0,0,0,0,1,,9,Bernal Heights,11 - Bernal Heights,,2,Full BP,03/09/2017 12:00:00 AM,03/09/2017 12:00:00 AM,RH-1,,5627042,2018-005456PRL
201608175311,1631 SHAFTER AV,"add 1 dwelling unit at 1/F -RECONFIGURE 1ST FLOOR PLAN, NEW KITCHEN ON 1ST FLOOR",1,2,2,1,1,03/27/2018 12:00:00 AM,03/27/2018 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,8,Full BP,12/14/2016 12:00:00 AM,12/14/2016 12:00:00 AM,RH-2,,5359006,2016-013870PRL
201608185376,4360 19TH ST,CHANGE OF USE. CONVERT RETAIL USE TO RESIDENTIAL DWELLING UNIT. THIS IS NOT AN ADU UNIT.  UNIT ALLOWED UNDER SECT 182 #307H,5,6,6,1,1,10/28/2021 12:00:00 AM,10/28/2021 12:00:00 AM,0,0,0,0,0,0,1,,8,Castro/Upper Market,7 - Central,,3,Full BP,03/20/2018 12:00:00 AM,03/20/2018 12:00:00 AM,RH-2,,2693021,2016-011673PRJ
201608195497,552 BOWDOIN ST,"LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT, UNIT LEGALIZATION ORD 43-14. LEGALIZE EXISTING KITCHEN AND CONSTRUCTION NEW HALLWAY, ALL WORK AT GROUND FLOOR.",1,2,2,1,1,04/26/2018 12:00:00 AM,04/26/2018 12:00:00 AM,0,0,0,0,1,1,0,,9,Portola,12 - South Central,,3,Full BP,12/29/2016 12:00:00 AM,12/29/2016 12:00:00 AM,RH-1,,5932006,2016-011512PRJ
201608195545,1294 SHOTWELL ST,"MAYOR'S OFFICE HOUSING PROJECT. TO ERECT 9 STORIES, NO BASEMENT, TYPE 1A,  94 UNITS RESIDENTIAL SENIOR APARTMENT.",0,94,94,94,94,11/13/2019 12:00:00 AM,11/13/2019 12:00:00 AM,0,93,0,0,0,93,1,,9,Mission,8 - Mission,Mission District Streetscape Plan,1,Site Permit,05/31/2017 12:00:00 AM,05/15/2018 12:00:00 AM,NCT,100% Affordable,6571051,2015-018056PRJ
201608195596,462A 34TH AV,LEGALIZE (E) UNITS IN GROUND FLOOR PER ORDINANCE# 43-14. 2 BEDROOMS & 2 BATH.,2,3,3,1,1,07/28/2021 12:00:00 AM,07/28/2021 12:00:00 AM,0,0,0,0,1,1,0,,1,Outer Richmond,1 - Richmond,Geary Corridor,3,Full BP,07/19/2019 12:00:00 AM,07/19/2019 12:00:00 AM,RH-2,,1465015A,2016-011948PRJ
201608225703,1362 PAGE ST,ADDING (4) ACCESSORY DWELLING UNITS (ADU) PER ORD 30-15 IN CONJUNCTION W/ PREVIOUSLY APPROVED SOFT STORY UPGRADE (201606160142). (N) UNITS DO NOT EXTEND BEYOND (E) BLDG ENVLOPE.,6,10,10,4,4,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM,0,0,0,0,4,4,0,,5,Haight Ashbury,6 - Buena Vista,,3,Full BP,01/03/2018 12:00:00 AM,01/03/2018 12:00:00 AM,RH-3,,1221018,2016-013340PRJ
201608225711,730 LYON ST,"UNIT LEGALIZE PER ORD 43-14 ON FIRST FLOOR, FORMERLY STORAGE. FIRE SPRINKLER UNDER SEPARATE PERMIT.",2,3,3,1,1,12/07/2018 12:00:00 AM,12/07/2018 12:00:00 AM,0,0,0,0,1,1,0,,5,Lone Mountain/USF,5 - Western Addition,,3,Full BP,01/24/2017 12:00:00 AM,01/24/2017 12:00:00 AM,RH-3,,1158044,2016-011624PRJ
201608256030,1946A QUESADA AV,UNIT LEGALIZATION PER ORDINANCE# 43-14 ON GROUND FLOOR. LEGALIZE KITCHEN AS SHOWN ON PLANS.,1,2,2,1,1,10/18/2017 12:00:00 AM,10/18/2017 12:00:00 AM,0,0,0,0,1,1,0,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,3,Full BP,07/19/2017 12:00:00 AM,07/19/2017 12:00:00 AM,RH-1,,5329009,2016-011745PRJ
201608256051,1200 TREAT AV,"PER ORD. #30-15. ADDITION OF (3)(N) UNITS ON GROUND FLOOR UNIT #1,2,3. SEISMIC APPLN #201512296055",9,12,12,3,3,09/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,0,0,0,0,3,3,0,,9,Mission,8 - Mission,,3,Full BP,11/20/2017 12:00:00 AM,11/20/2017 12:00:00 AM,RH-2,,6524001,2016-011933PRJ
201608266116,651 24TH AV,"1ST FLOOR:  ADD A FAMILY ROOM, TWO BEDROOMS, A FULL BATHROOM.",1,1,2,1,1,03/04/2022 12:00:00 AM,03/04/2022 12:00:00 AM,0,0,0,0,0,0,1,,1,Outer Richmond,1 - Richmond,,8,Full BP,09/06/2017 12:00:00 AM,09/06/2017 12:00:00 AM,RH-2,,1567007A,2018-016413PRJ
201608266121,71A CURTIS ST,TO COMPLY W/ NOV 201549474. LEGALIZATION OF ILLEGAL UNIT RELOCATE (E) KITCHEN PER ORDINANCE# 43-14.,1,2,2,1,1,06/27/2017 12:00:00 AM,06/27/2017 12:00:00 AM,0,0,0,0,1,1,0,,11,Excelsior,12 - South Central,,3,Full BP,02/07/2017 12:00:00 AM,02/07/2017 12:00:00 AM,RH-1,,6464037,2016-011741PRJ
201608266124,619 CLAYTON ST,"ADD A NEW DWELLING UNIT IN 1ST FLR WITH (2) BEDROOMS, A FULL BATHROOM, A KITCHEN, LIVING & DINING AREA. REF TO SOFT STORY BLDG PERMIT #2016-0523-8143 PER ADD UNIT ORDINANCE 30-15.",4,5,5,1,1,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,0,0,0,0,0,0,1,,5,Haight Ashbury,6 - Buena Vista,Haight Ashbury Public Realm Plan,3,Full BP,08/07/2018 12:00:00 AM,08/07/2018 12:00:00 AM,RH-3,,1246004,2016-011975PRJ
201608266145,3318 SCOTT ST,"HORIZONTAL ADDITION TO REAR YARD, 15'X8'-4"", REPLACE ALL WINDOWS IN KIND(STREET FACING WINDOW TO BE MATCH W/ EL WOOD TRIM), ADD POST TO GUARDRAIL ON ROOF, LEGALIZE 3RD UNIT ON GROUND FLOOR. MAHER N/A.",2,3,3,1,1,05/09/2019 12:00:00 AM,05/09/2019 12:00:00 AM,0,0,0,0,0,0,1,,2,Marina,2 - Marina,,3,Full BP,10/25/2017 12:00:00 AM,10/25/2017 12:00:00 AM,RH-1,,0488A039,2016-014078PRJ
201608296230,109 17TH AV,"ADD 2ND UNIT AT GROUND FLOOR BEHIND GARAGE, STRUCTURAL WORK, UPGRADE (E) FAMILY ROOM TO KITCHEN. RECESS (E) GARAGE DOOR. 1 BEDROOM & 1 BATH. EXISTING LEGAL 1ST FLOOR ROOMS APPROVED UNDER BPA#2004-0913-3903. 6"" EXCAVATION FOR (N) CORRIDOR LESS THAN 50 CUBIC YARDS.",1,2,2,1,1,06/22/2018 12:00:00 AM,06/22/2018 12:00:00 AM,0,0,0,0,0,0,1,,1,Outer Richmond,1 - Richmond,,3,Full BP,01/09/2018 12:00:00 AM,01/09/2018 12:00:00 AM,RH-2,,1377002,2016-013155PRJ
201608296272,2800 ARELIOUS WALKER DR,"TO ERECT 3 STORIES, NO BASEMENT, TYPE VB, 31 UNITS APARTMENTS WITH PARKING.
** MAHER: N/A **",0,31,31,31,31,01/14/2019 12:00:00 AM,05/02/2019 12:00:00 AM,0,19,12,0,0,31,0,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,03/13/2017 12:00:00 AM,06/22/2017 12:00:00 AM,RH-1,100% Affordable,4884026,2007.0946
201608296273,331 27TH AV,ADDITION OF STUDIO UNIT ON 1ST FLOOR,6,7,7,1,1,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,0,0,0,0,0,0,1,,1,Outer Richmond,1 - Richmond,,3,Full BP,02/20/2018 12:00:00 AM,02/20/2018 12:00:00 AM,RH-2,,1406005,2016-011784PRJ
201608296300,274A VICTORIA ST,"COMPLY WITH NOV 201625382 PERMIT FOR FURNACE/WATER HEATER. LEGALIZE(E)UNIT (UNIT B) ON GRD FLOOR WITH 1 BEDROOM, 1 FULL BATH, KITCHEN & LIVING ROOM PER PLAN. ADD DECK AT REAR OF BUILDING FOR UNIT A ACCESS TO REAR YARD (OPEN COMMON SPACE) PER PLAN. UNIT LEGALIZATION ORD 43-14.",1,2,2,1,1,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,0,0,0,0,1,1,0,,11,Oceanview/Merced/Ingleside,13 - Ingleside,,3,Full BP,05/30/2019 12:00:00 AM,05/30/2019 12:00:00 AM,RH-1,,7089040,2016-011868PRJ
201608296304,236 SANTOS ST,"ADU. UNIT B ON GRD FLOOR PER PLAN. INCLUDED 2 BEDROOMS, 1 SUNROOM, 1 FULL BATH. ADU PER ORDINANCE 162-16.",1,2,2,1,1,01/27/2023 12:00:00 AM,01/27/2023 12:00:00 AM,0,0,0,0,0,0,1,,10,Visitacion Valley,12 - South Central,,3,Full BP,02/20/2019 12:00:00 AM,02/20/2019 12:00:00 AM,RH-1,,6323005,2016-011860PRJ
201608306398,2700 TARAVAL ST,SPLIT (E) SINGLE FAMILY TO 2 UNITS. UPPER UNIT WILL BE 1350 SQ FT & LOWER UNIT WILL BE 570 SQ FT. SPIRAL STAIRS FROM UPPER UNIT TO REAR YARD. REMODEL (E) UPPER UNIT BATHROOM,1,2,2,1,1,10/31/2017 12:00:00 AM,10/31/2017 12:00:00 AM,0,0,0,0,0,0,1,,4,Sunset/Parkside,15 - Outer Sunset,,8,Full BP,09/06/2016 12:00:00 AM,09/06/2016 12:00:00 AM,RH-1,,2366021C,2016-011214PRL
201609016554,1531 06TH AV,CREATE ACCESSORY DWELLING UNIT. DIVIDE ENTRY W/ FIRE RATED WALL & (2) ENTRY DOORS. ADD KITCHEN @ LOWER LEVEL FAMILY ROOM.,1,2,2,1,1,09/02/2020 12:00:00 AM,09/02/2020 12:00:00 AM,0,0,0,0,0,0,1,,7,Inner Sunset,14 - Inner Sunset,,3,Full BP,09/12/2017 12:00:00 AM,09/12/2017 12:00:00 AM,RH-1,,1852006,2016-011951PRJ
201609016561,909 PAGE ST,"ADDITION OF 2 UNITS IN BASEMENT PER ORDINANCE NO.30-15 (N) STUDIO UNIT #19=511 SQ. FT. ONE BED/LIVING ROOM, ONE KITCHEN, ONE BAHROOM(N) STUDIO UNIT #20=653 SQ. FT. ONE BED/LIVING ROOM, ONE KITCHEN, ONE BATHROOM. SEISMIC APPLICATION (BPA #2015-11-23-3349). Sprinkler deferred.",17,19,19,2,2,10/26/2021 12:00:00 AM,10/26/2021 12:00:00 AM,0,0,0,0,2,2,0,,5,Haight Ashbury,6 - Buena Vista,Lower Haight Public Realm Plan,3,Full BP,09/29/2017 12:00:00 AM,09/29/2017 12:00:00 AM,RH-3,,1238001,2016-011957PRJ
201609016626,487B DOLORES ST,"ADD UNIT PER ORD 30-15. TO ADD NEW TWO UNITS IN BASEMENT FLOOR, ADDITION OF DWELLING UNITS PER ORDINANCE NO 30-15. SOFT STORY PA #201607051550",6,8,8,2,2,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,0,0,0,0,2,2,0,,8,Mission,8 - Mission,Mission District Streetscape Plan,3,Full BP,05/29/2019 12:00:00 AM,05/29/2019 12:00:00 AM,NC-1,,3578028,2016-013103PRJ
201609016639,78A LEE AV,"PER ORD 43-14. LEGALIZAE GROUND FLOOR UNIT CONSISTING OF 1 KITCHEN, 1 BEDROOM 1 FULL BATH. & LIVING ROOM. REMOVE PROP CEILING AND ADD NEW UNIT ENTRY.",1,2,2,1,1,01/26/2018 12:00:00 AM,01/26/2018 12:00:00 AM,0,0,0,0,1,1,0,,11,Oceanview/Merced/Ingleside,13 - Ingleside,,3,Full BP,12/30/2016 12:00:00 AM,12/30/2016 12:00:00 AM,RH-1,,7020032,2016-011922PRJ
201609026783,2039A 43RD AV,COMPLY WITH NOV# 201626091. LEGALIZE (E) KITCHEN & MAKE IT AS A SECONDARY UNIT @ GROUND FL PER LEGALIZATION ORDIDANCE 43-14. CHANGE (E) STORAGE ROOM TO BE HOME OFFICE & REMODEL (E) BATH ROOM AT GROUND FLOOR.,1,2,2,1,1,12/24/2019 12:00:00 AM,12/24/2019 12:00:00 AM,0,0,0,0,1,1,0,,4,Sunset/Parkside,15 - Outer Sunset,,3,Full BP,10/24/2018 12:00:00 AM,10/24/2018 12:00:00 AM,RH-1,,2163010,2016-013089PRJ
201609026792,41 OTTAWA AV,"UNIT LEGALIZATION ORD 43-14. REFER TO APPL #2016-0705-1596. REPLACE KITCHEN CABINETS, BATH VANITIES AND LEGALIZE GROUND FLOOR BEDROOM, BATH AND KITCHEN.  MEP under separate permit.",1,2,2,1,1,09/20/2019 12:00:00 AM,09/20/2019 12:00:00 AM,0,0,0,0,1,1,0,,11,Outer Mission,12 - South Central,,3,Site Permit,11/07/2017 12:00:00 AM,02/14/2018 12:00:00 AM,RH-1,,7044B013,2016-012955PRJ
201609066826,42 DORANTES AV,"ERECT 4-STORY, TYPE V, SINGLE FAMILY DWELLING BUILDING.",0,1,1,1,1,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,0,0,0,0,0,0,1,,7,West of Twin Peaks,14 - Inner Sunset,,2,Site Permit,06/25/2018 12:00:00 AM,02/07/2019 12:00:00 AM,RH-1(D),,2880022,2016-013097PRJ
201609077001,756 PAGE ST,"CONVERT (E) GARAGE & STORAGE TO (N) DWELLING UNITS @ 1ST FLR WITHIN (E) ENVELOPE. (N) KITCHEN, BATHS, ENTRY DOORS. (N) WINDOWS VISIBLE FROM STREET. SPRINKLER & FIRE ALARM UNDER SEPARATE PERMIT.",9,11,11,2,2,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,0,0,0,0,0,0,2,,5,Haight Ashbury,6 - Buena Vista,Lower Haight Public Realm Plan,3,Full BP,02/20/2019 12:00:00 AM,02/20/2019 12:00:00 AM,RH-3,,0844037,2016-013016PRJ
201609077004,3320 OCTAVIA ST,"CONVERT (E) GARAGE & STORAGE TO 4 (N) DWELLING UNITS @ 1ST FLR WITHIN (E) ENVELOPE. (N) KITCHENS, BATHS, DOORS. (N) WINDOWS VISIBLE FROM STREET. FIRE ALARM & SPRINKLER UNDER SEPERATE PERMIT.",12,16,16,4,4,10/10/2019 12:00:00 AM,10/10/2019 12:00:00 AM,0,0,0,0,0,0,4,,2,Marina,2 - Marina,,3,Full BP,01/16/2018 12:00:00 AM,01/16/2018 12:00:00 AM,RH-3,,0472022,2016-013092PRJ
201609087072,819 FRANCISCO ST,DEMOLISH 3-STORY SINGLE FAMILY RESIDENCE.,1,0,0,-1,-1,05/16/2019 12:00:00 AM,05/16/2019 12:00:00 AM,0,0,0,0,0,0,-1,,2,Russian Hill,3 - Northeast,,6,Full BP,11/09/2018 12:00:00 AM,11/09/2018 12:00:00 AM,RH-1(D),,0048018,2016-012289PRJ
201609097350,88A VALPARAISO ST,"LEGALIZE UNIT PER NO.43-14 LEGALIZE KITCHEN, BATHROOM (2) BEDROOM AND LIVING ROOM ON FIRST FLOOR. sprinkler under separate permit.",4,5,5,1,1,01/16/2018 12:00:00 AM,01/16/2018 12:00:00 AM,0,0,0,0,1,1,0,,3,Russian Hill,3 - Northeast,,3,Full BP,05/16/2017 12:00:00 AM,05/16/2017 12:00:00 AM,RM-1,,0091040,2016-013263PRJ
201609137546,775 PAGE ST,"ADD UNIT PER ORD 30-15.  CONVERT (E) STORAGE INTO (N) 525 SQ FT UNIT WITH 1 KITCHEN, 1 BATH, 1 BEDROOM, 1 LIVING ROOM.",3,4,4,1,1,06/19/2019 12:00:00 AM,06/19/2019 12:00:00 AM,0,0,0,0,0,0,1,,5,Haight Ashbury,6 - Buena Vista,Lower Haight Public Realm Plan,3,Full BP,02/20/2018 12:00:00 AM,02/20/2018 12:00:00 AM,RH-3,,0847029,2016-013110PRJ
201609137558,1125 UNION ST,"ADD UNIT PER ORD 30-15. ADD 2 UNITS ON GRD FLOOR. UNIT 7:434.6 SQ FT WITH 1 BEDROOM,1 BATH,1 KITCHEN,1 LIVING ROOM. UNIT 8:770.8 SQ FT, WITH 1 BATH,1 OFFICE,1 KITCHEN, 1 BEDROOM, 1 LIVING ROOM ** MAHER: N/A **",6,9,9,3,3,03/14/2019 12:00:00 AM,03/14/2019 12:00:00 AM,0,0,0,0,3,3,0,,3,Russian Hill,3 - Northeast,,3,Full BP,08/22/2017 12:00:00 AM,08/22/2017 12:00:00 AM,RH-3,,0122027D,2016-013138PRJ
201609137604,668 35TH AV,"TO ADD ONE UNIT  IN THE EXTG GROUND FLOOR. TO ADD 2 BEDROOMS AND FULL BATH, KITCHEN, & LIVING AREA & PME REAR WINDOW. ADD FURNACE AND WATER HEATER IN THE EXTG UTILITY ROOM.",1,2,2,1,1,06/13/2017 12:00:00 AM,06/13/2017 12:00:00 AM,0,0,0,0,0,0,1,,1,Outer Richmond,1 - Richmond,,8,Full BP,09/30/2016 12:00:00 AM,09/30/2016 12:00:00 AM,RH-2,,1577016,2016-011814PRL
201609137606,497 29TH ST,ADD 1 UNIT = STUDIO UNIT WITH KITCHEN & 1 BATHROOM. REMODEL AN (E) UNIT. SOFT STORY APPROVED PER #2016-0822-5608.,3,4,4,1,1,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,0,0,0,0,0,0,1,,8,Noe Valley,7 - Central,,3,Full BP,06/27/2018 12:00:00 AM,06/27/2018 12:00:00 AM,RH-2,,6631049,2016-013458PRJ
201609137608,1555 GREENWICH ST,ADD (1) UNIT = STUDIO UNIT WITH 1 KTICHEN & 1 BATHROOM PER ORD 30-15. SOFT STORY APPROVED PER #2016-0817-5224.,12,13,13,1,1,05/04/2018 12:00:00 AM,05/04/2018 12:00:00 AM,0,0,0,0,1,1,0,,2,Marina,2 - Marina,,3,Full BP,05/23/2017 12:00:00 AM,05/23/2017 12:00:00 AM,RM-2,,0522013,2016-013460PRJ
